target_longitude_deg,target_latitude_deg,station_name,station_longitude_deg,station_latitude_deg,distance_km
180.000000,30.000000,Taipei,121.565400,25.033000,5728.083
180.000000,30.000000,Taichung,120.673600,24.147700,5846.374
180.000000,30.000000,Hualien,121.606800,23.991100,5763.537
180.000000,30.000000,Kaohsiung,120.301400,22.627300,5942.084
180.000000,30.000000,Tokyo,139.691700,35.689500,3791.591
180.000000,30.000000,Singapore,103.819800,1.352100,8603.458
180.000000,30.000000,Sydney,151.209300,-33.868800,7718.984
180.000000,30.000000,New_York,-74.006000,40.712800,9078.798
